"","id","order","afr","dob","aoc","absw95","absw98","absw00","absw02","absw04","absw06","absw10","age_absw95","age_absw98","age_absw00","age_absw02","age_absw04","age_absw06","age_absw10"
"225",11436,3433,NA,2001,9,NA,NA,NA,1796.53,84.23,142.96,275.63,NA,NA,NA,1,3,5,9
"226",11420,3432,15.6166666666667,1985,NA,NA,NA,67.88,1796.53,84.23,142.96,275.63,10,13,15,17,19,21,25
"227",8008,3439,17.6,1983,NA,35.1,51.82,60.44,572.45,150.57,162.41,1513.66,12,15,17,19,21,23,27
"228",31501,3447,13.4833333333333,1983,NA,NA,NA,NA,NA,328.28,NA,NA,12,15,17,19,21,23,27
"229",14908,3456,17.1638888888889,1984,NA,45.5,62.35,97.19,170.13,1027.64,699.86,565.19,11,14,16,18,20,22,26
"230",14907,3463,25.975,1980,NA,45.5,62.35,97.19,170.13,91.67,1314.23,565.19,15,18,20,22,24,26,30
"231",4203,3481,20.2666666666667,1982,NA,35.1,73.27,60.44,792.87,302.24,356.52,666.95,13,16,18,20,22,24,28
"232",6806,3500,19.8333333333333,1993,NA,427.7,825.97,600.02,692.29,440.11,4520.95,8938.69,2,5,7,9,11,13,17
"233",6805,3497,24.3333333333333,1987,NA,427.7,825.97,600.02,692.29,3423.55,4520.95,8938.69,8,11,13,15,17,19,23
"234",32501,3511,17.4583333333333,1986,NA,NA,NA,NA,114.49,265.26,351.45,723.85,9,12,14,16,18,20,24
"235",12907,3518,18.4666666666667,1981,NA,35.1,NA,178.39,NA,NA,300.04,615.11,14,17,19,21,23,25,29
"236",7108,3525,17.1638888888889,1986,NA,171.6,54.55,228.65,195.81,118.95,142.96,651.06,9,12,14,16,18,20,24
"237",14207,3562,15.1805555555556,1987,NA,126.1,259.69,265.04,605.62,300.38,683.17,3363.68,8,11,13,15,17,19,23
"238",33201,3570,28.6583333333333,1976,NA,NA,NA,NA,NA,472.12,580.3,939.87,19,22,24,26,28,30,34
"239",33302,3577,30.6888888888889,1972,NA,NA,NA,NA,NA,1834.82,1904.78,1641.91,23,26,28,30,32,34,38
"240",2411,3587,18.8305555555556,1989,NA,35.1,49.09,64.16,70.62,84.23,NA,505.66,6,9,11,13,15,17,21
"241",2412,3590,NA,1992,18,35.1,49.09,64.16,184.05,84.23,NA,505.66,3,6,8,10,12,14,18
"242",33502,3635,18.3555555555556,1978,NA,NA,NA,NA,NA,NA,434.88,3548.7,17,20,22,24,26,28,32
"243",33601,3643,19.075,1983,NA,NA,NA,NA,NA,NA,266.67,679.27,12,15,17,19,21,23,27
"244",4320,3651,18.4166666666667,1986,NA,NA,NA,NA,NA,84.23,382.94,533.43,9,12,14,16,18,20,24
"245",614,3659,19.9111111111111,1980,NA,NA,NA,NA,1954.89,NA,1215.77,1819.39,15,18,20,22,24,26,30
"246",10909,3667,18.9472222222222,1980,NA,35.1,122.02,79.04,74.9,140.03,169.37,197.94,15,18,20,22,24,26,30
"247",2615,3677,NA,2001,9,NA,NA,NA,349.89,NA,NA,960.25,NA,NA,NA,1,3,5,9
"248",34001,3675,17.0916666666667,1983,NA,NA,NA,NA,NA,NA,498.31,960.25,12,15,17,19,21,23,27
"249",3007,3686,14.7888888888889,1990,NA,283.4,172.58,209.23,247.17,333.86,2413.71,5872.55,5,8,10,12,14,16,20
"250",11203,3706,17.225,1986,NA,35.1,57.28,67.88,83.46,84.23,389.89,1416.95,9,12,14,16,18,20,24
"251",5303,3722,18.1305555555556,1984,NA,647.4,864.85,1158.56,144.45,122.67,99.87,810.51,11,14,16,18,20,22,26
"252",6809,3730,20.7388888888889,1984,NA,NA,825.97,600.02,692.29,3423.55,559.45,169.42,11,14,16,18,20,22,26
"253",5008,3744,17.9583333333333,1986,NA,39,51.82,64.16,128.4,NA,349.57,465.35,9,12,14,16,18,20,24
"254",1004,3761,17.6916666666667,1987,NA,680.55,885.91,1223.02,1399.56,1989.8,359.31,238.19,8,11,13,15,17,19,23
"255",32401,3768,18.2055555555556,1983,NA,NA,NA,NA,NA,440.11,3371.44,10304.25,12,15,17,19,21,23,27
"256",35203,3780,NA,2000,10,NA,NA,NA,NA,NA,NA,1781.07,NA,NA,0,2,4,6,10
"257",9603,3776,16.9055555555556,1987,NA,35.1,60.01,NA,93.09,118.95,349.57,1781.07,8,11,13,15,17,19,23
"258",10921,3784,NA,1999,11,NA,NA,79.04,74.9,140.03,349.57,559.14,NA,NA,1,3,5,7,11
"259",10919,3783,17,1978,NA,NA,NA,79.04,74.9,140.03,349.57,559.14,17,20,22,24,26,28,32
"260",6011,3788,17.75,1989,NA,NA,NA,NA,NA,397.71,584.47,159.75,6,9,11,13,15,17,21
"261",35701,3813,22.7166666666667,1983,NA,NA,NA,NA,NA,NA,960.29,1775.57,12,15,17,19,21,23,27
"262",14805,3820,17.05,1987,NA,103.35,NA,76.14,114.49,276.42,476.07,NA,8,11,13,15,17,19,23
"263",2304,3840,20.6,1985,NA,47.45,49.09,NA,NA,NA,NA,144.46,10,13,15,17,19,21,25
"264",14910,3848,NA,1997,13,NA,62.35,97.19,170.13,91.67,559.45,543.1,NA,1,3,5,7,9,13
"265",14607,3860,NA,1993,17,35.1,NA,67.88,NA,NA,99.87,4359.83,2,5,7,9,11,13,17
"266",14603,3854,18.4166666666667,1981,NA,35.1,NA,NA,NA,NA,212.46,4359.83,14,17,19,21,23,25,29
"267",10908,3865,18,1977,NA,35.1,122.02,79.04,74.9,167.93,204.12,206.86,18,21,23,25,27,29,33
"268",12606,3886,15.9388888888889,1984,NA,39,52.21,60.44,70.62,822.03,414.91,596.58,11,14,16,18,20,22,26
"269",36706,3900,NA,1993,17,NA,NA,NA,NA,NA,349.57,1686.67,2,5,7,9,11,13,17
"270",36707,3901,NA,1995,15,NA,NA,NA,NA,NA,349.57,1686.67,0,3,5,7,9,11,15
"271",36708,3902,NA,1997,13,NA,NA,NA,NA,NA,349.57,1686.67,NA,1,3,5,7,9,13
"272",36802,3914,18,1980,NA,NA,NA,NA,NA,NA,392.66,5367.83,15,18,20,22,24,26,30
"273",20105,3923,24.5,1980,NA,NA,49.09,157.16,70.62,84.23,NA,NA,15,18,20,22,24,26,30
"274",4408,3932,15.4277777777778,1988,NA,171.6,127.48,339.44,632.37,1322.98,592.82,639.36,7,10,12,14,16,18,22
"275",5706,3953,21.3694444444444,1986,NA,41.6,132.94,537.87,144.45,239.85,NA,3279.78,9,12,14,16,18,20,24
"276",106,3963,16.1305555555556,1985,NA,545.35,517.87,529.16,945.88,84.23,3928.41,4353.47,10,13,15,17,19,21,25
"277",118,3964,NA,2001,9,NA,NA,NA,945.88,84.23,3928.41,4353.47,NA,NA,NA,1,3,5,9
"278",18406,3971,17.1666666666667,1988,NA,NA,1291.12,1232.32,1366.39,1906.65,4699.87,891.75,7,10,12,14,16,18,22
"279",17522,3979,16.5,1988,NA,NA,57.28,60.44,70.62,324.56,137.41,480.63,7,10,12,14,16,18,22
"280",38101,4004,18,1984,NA,NA,NA,NA,NA,NA,NA,505.66,11,14,16,18,20,22,26
"281",4205,4012,17.1166666666667,1989,NA,35.1,73.27,60.44,70.62,84.23,109.61,826.55,6,9,11,13,15,17,21
"282",6704,4019,18.8,1984,NA,166.4,136.45,NA,NA,NA,434.86,614.33,11,14,16,18,20,22,26
"283",22702,4032,NA,1999,11,NA,NA,60.44,362.73,494.44,549.74,1279.67,NA,NA,1,3,5,7,11
"284",38401,4027,18.2472222222222,1977,NA,NA,NA,NA,NA,NA,NA,1279.67,18,21,23,25,27,29,33
"285",6804,4034,19.1666666666667,1985,NA,427.7,825.97,600.02,692.29,3423.55,NA,826.55,10,13,15,17,19,21,25
"286",5006,4041,23,1982,NA,39,51.82,64.16,128.4,84.23,99.87,144.46,13,16,18,20,22,24,28
"287",38701,4049,16.7083333333333,1987,NA,NA,NA,NA,NA,NA,NA,2640.95,8,11,13,15,17,19,23
"288",38801,4064,18.7805555555556,1985,NA,NA,NA,NA,NA,NA,NA,465.35,10,13,15,17,19,21,25
"289",4407,4071,17.3888888888889,1982,NA,171.6,127.48,339.44,632.37,1322.98,2413.73,547.66,13,16,18,20,22,24,28
"290",7214,4078,17.4166666666667,1987,NA,NA,NA,212.95,NA,128.25,NA,826.55,8,11,13,15,17,19,23
"291",39101,4086,17.5,1986,NA,NA,NA,NA,NA,NA,NA,197.94,9,12,14,16,18,20,24
"292",39201,4092,20.7361111111111,1986,NA,NA,NA,NA,NA,NA,NA,197.94,9,12,14,16,18,20,24
"293",17521,4097,16.9166666666667,1988,NA,NA,57.28,60.44,70.62,324.56,NA,NA,7,10,12,14,16,18,22
"294",39402,4106,21.4166666666667,1980,NA,NA,NA,NA,NA,NA,NA,518.14,15,18,20,22,24,26,30
"295",39403,4107,NA,2001,9,NA,NA,NA,NA,NA,NA,518.14,NA,NA,NA,1,3,5,9
"296",21005,4115,17.25,1990,NA,NA,103.69,79.04,70.62,226.83,349.57,1176.42,5,8,10,12,14,16,20
"297",1108,4128,18.5805555555556,1990,NA,52.65,49.09,60.44,70.62,302.47,99.87,625.03,5,8,10,12,14,16,20
"298",306,4124,18.4277777777778,1988,NA,35.1,326.38,281.13,253.59,581.24,349.57,625.03,7,10,12,14,16,18,22
"299",11205,4132,14.1666666666667,1992,NA,35.1,57.28,67.88,70.62,84.23,169.37,1493.75,3,6,8,10,12,14,18
"300",6311,4140,17.2472222222222,1989,NA,35.1,62.74,71.6,121.98,112.13,99.87,3924.81,6,9,11,13,15,17,21
"301",39901,4147,17.5833333333333,1991,NA,NA,NA,NA,NA,NA,NA,346.06,4,7,9,11,13,15,19
"302",22107,4152,18.1666666666667,1989,NA,NA,474.56,238.35,70.62,226.83,633.15,480.63,6,9,11,13,15,17,21
"303",40102,4157,22.4166666666667,1980,NA,NA,NA,NA,NA,NA,NA,490.31,15,18,20,22,24,26,30
"304",40201,4166,16.0833333333333,1992,NA,NA,NA,NA,NA,NA,NA,559.14,3,6,8,10,12,14,18
"305",40301,4175,24.0833333333333,1981,NA,NA,NA,NA,NA,NA,NA,11085.8,14,17,19,21,23,25,29
"306",20804,4187,18.6555555555556,1980,NA,NA,60.01,67.88,70.62,84.23,183.28,1343.07,15,18,20,22,24,26,30
"307",40501,4195,21.5833333333333,1984,NA,NA,NA,NA,NA,NA,NA,1001.66,11,14,16,18,20,22,26
"308",7504,4203,19.7,1982,NA,119.6,205.73,227.83,99.51,313.4,382.94,144.46,13,16,18,20,22,24,28
"309",40706,4210,NA,1996,14,NA,NA,NA,NA,NA,NA,2352.87,NA,2,4,6,8,10,14
"310",40707,4211,NA,1998,12,NA,NA,NA,NA,NA,NA,2352.87,NA,0,2,4,6,8,12
"311",2805,4219,25.4777777777778,1970,NA,287.95,321.17,1127.01,NA,1370.03,NA,411.87,25,28,30,32,34,36,40
"312",2823,4222,NA,1998,12,NA,NA,NA,854.94,1370.03,NA,411.87,NA,0,2,4,6,8,12
"313",16606,4229,17.7027777777778,1990,NA,35.1,76.39,234.82,74.9,141.89,NA,2909.73,5,8,10,12,14,16,20
"314",41101,4236,NA,1991,19,NA,NA,NA,NA,NA,NA,962.34,4,7,9,11,13,15,19
"315",41201,4244,17.9166666666667,1981,NA,NA,NA,NA,NA,NA,NA,749.26,14,17,19,21,23,25,29
"316",41301,4252,18.4083333333333,1985,NA,NA,NA,NA,NA,NA,NA,4300.2,10,13,15,17,19,21,25
"317",5711,4264,NA,2001,9,NA,NA,NA,144.45,783.59,691.5,206.86,NA,NA,NA,1,3,5,9
"318",3206,4260,15.9972222222222,1981,NA,148.2,52.21,358.36,144.45,783.59,2670.45,206.86,14,17,19,21,23,25,29
"319",9504,4269,20.8916666666667,1983,NA,37.05,54.55,74.87,237.54,611.23,382.94,567.99,12,15,17,19,21,23,27
"320",7206,4275,15.9111111111111,1997,NA,NA,269.3,209.23,113.42,NA,382.94,567.99,NA,1,3,5,7,9,13
"321",7212,4277,NA,2000,10,NA,NA,209.23,113.42,128.25,382.94,567.99,NA,NA,0,2,4,6,10
"322",21404,4280,17.7777777777778,1992,NA,NA,62.74,63.71,74.9,112.13,212.46,841.83,3,6,8,10,12,14,18
"323",41702,4284,19,1980,NA,NA,NA,NA,NA,NA,NA,411.87,15,18,20,22,24,26,30
"324",41901,4305,19.5833333333333,1990,NA,NA,NA,NA,NA,NA,NA,835.47,5,8,10,12,14,16,20
"325",7505,4321,18.7222222222222,1985,NA,119.6,205.73,227.83,360.6,313.4,382.94,559.14,10,13,15,17,19,21,25
"326",2203,4327,23.9138888888889,1974,NA,NA,49.09,NA,NA,NA,349.57,1350.37,21,24,26,28,30,32,36
"327",42307,4354,NA,1996,14,NA,NA,NA,NA,NA,NA,194.38,NA,2,4,6,8,10,14
"328",42401,4377,15.3055555555556,1994,NA,NA,NA,NA,NA,NA,NA,2347.41,1,4,6,8,10,12,16
"329",42501,4383,20.1972222222222,1985,NA,NA,NA,NA,NA,NA,NA,2043.13,10,13,15,17,19,21,25
"330",16310,4391,18.9694444444444,1990,NA,35.1,NA,237.14,104.86,174.75,662.82,197.94,5,8,10,12,14,16,20
"331",3213,4397,28.3333333333333,1970,NA,NA,103.69,358.36,704.06,893.95,349.57,NA,25,28,30,32,34,36,40
"332",43019,4439,NA,1999,11,NA,NA,NA,NA,NA,NA,144.46,NA,NA,1,3,5,7,11
"333",15904,4450,17.0083333333333,1989,NA,145.6,130.21,225.53,502.9,675.7,594.7,581.38,6,9,11,13,15,17,21
"334",43205,4459,15.5,1996,NA,NA,NA,NA,NA,NA,NA,169.42,NA,2,4,6,8,10,14
"335",43214,4461,NA,1998,12,NA,NA,NA,NA,NA,NA,169.42,NA,0,2,4,6,8,12
"336",43212,4469,15.6277777777778,1994,NA,NA,NA,NA,NA,NA,NA,169.42,1,4,6,8,10,12,16
"337",21804,4473,15.8777777777778,1989,NA,NA,132.94,87.75,NA,NA,NA,NA,6,9,11,13,15,17,21
"338",43501,4499,17.9166666666667,1991,NA,NA,NA,NA,NA,NA,NA,913.91,4,7,9,11,13,15,19
"339",5907,4504,20.0305555555556,1986,NA,107.25,84.19,106.94,70.62,84.23,1472.29,250.67,9,12,14,16,18,20,24
"340",43701,4510,32,1975,NA,NA,NA,NA,NA,NA,NA,465.35,20,23,25,27,29,31,35
"341",43802,4522,NA,1998,12,NA,NA,NA,NA,NA,NA,3240.29,NA,0,2,4,6,8,12
"342",43803,4523,NA,2001,9,NA,NA,NA,NA,NA,NA,3240.29,NA,NA,NA,1,3,5,9
"343",43801,4521,16,1982,NA,NA,NA,NA,NA,NA,NA,3240.29,13,16,18,20,22,24,28
"344",9505,4528,21.7944444444444,1986,NA,37.05,54.55,74.87,237.54,611.23,1430.11,835.47,9,12,14,16,18,20,24
"345",10116,4542,NA,1998,12,NA,NA,NA,NA,NA,NA,676.8,NA,0,2,4,6,8,12
"346",10117,4543,NA,2000,10,NA,NA,NA,NA,NA,NA,676.8,NA,NA,0,2,4,6,10
"347",7507,4547,18.5666666666667,1990,NA,119.6,205.73,227.83,360.6,313.4,382.94,465.35,5,8,10,12,14,16,20
"348",44620,4596,29,1975,NA,NA,NA,NA,NA,NA,NA,NA,20,23,25,27,29,31,35
"349",44629,4605,NA,1995,15,NA,NA,NA,NA,NA,NA,NA,0,3,5,7,9,11,15
"350",24402,2837,13.5583333333333,1988,NA,NA,NA,67.88,1796.53,333.24,NA,NA,7,10,12,14,16,18,22
"351",1803,256,18.9694444444444,1983,NA,381.55,603.51,804.56,1014.36,1410.02,NA,NA,12,15,17,19,21,23,27
"352",24806,1545,22,1985,NA,NA,NA,67.88,206.51,472.12,NA,NA,10,13,15,17,19,21,25
"353",2429,3620,16,1985,NA,NA,NA,NA,70.62,NA,NA,NA,10,13,15,17,19,21,25
"354",525,83,NA,1999,11,NA,NA,1622.78,1774.06,2268.81,3023.75,NA,NA,NA,1,3,5,7,11
"355",511,71,NA,1996,14,NA,746.25,1622.78,1774.06,2268.81,3023.75,NA,NA,2,4,6,8,10,14
"356",4906,2184,19.9166666666667,1986,NA,189.15,NA,NA,NA,NA,NA,NA,9,12,14,16,18,20,24
"357",514,89,18.1916666666667,1982,NA,NA,746.25,1622.78,NA,NA,3023.75,NA,13,16,18,20,22,24,28
"358",2614,3676,16.9055555555556,1985,NA,NA,NA,NA,349.89,NA,NA,NA,10,13,15,17,19,21,25
"359",605,102,21.9166666666667,1989,NA,434.2,422.57,671.13,1954.89,2376.07,2958.41,NA,6,9,11,13,15,17,21
"360",1003,151,19.4166666666667,1984,NA,680.55,885.91,1223.02,1399.56,1989.8,2520.56,NA,11,14,16,18,20,22,26
"361",26102,4055,15.25,1981,NA,NA,NA,NA,360.6,655.64,2352.16,NA,14,17,19,21,23,25,29
"362",12403,1506,NA,1993,17,54.6,52.21,130.53,70.62,605.65,427.9,NA,2,5,7,9,11,13,17
"363",14004,1750,19.2833333333333,1977,NA,89.7,138.01,NA,NA,2092.8,NA,NA,18,21,23,25,27,29,33
"364",7503,929,20.25,1980,NA,119.6,205.73,227.83,70.62,124.53,191.61,NA,15,18,20,22,24,26,30
"365",1607,228,NA,1996,14,NA,247.85,295.41,269.64,1348.03,2517.55,NA,NA,2,4,6,8,10,14
"366",5612,718,NA,1990,20,NA,302.59,134.84,439.77,951.99,549.74,NA,5,8,10,12,14,16,20
"367",13304,1653,16.9166666666667,1984,NA,44.85,90.04,NA,NA,NA,448.75,NA,11,14,16,18,20,22,26
"368",23102,2755,22.0388888888889,1978,NA,NA,NA,1124.88,NA,NA,NA,NA,17,20,22,24,26,28,32
"369",1104,3170,19.0416666666667,1980,NA,52.65,49.09,134.84,383.06,492.57,549.74,NA,15,18,20,22,24,26,30
"370",13707,1707,NA,1998,12,NA,NA,79.04,92.02,125.15,142.96,NA,NA,0,2,4,6,8,12
"371",13703,1700,19.3222222222222,1991,NA,40.95,54.55,79.04,92.02,125.15,142.96,NA,4,7,9,11,13,15,19
"372",16316,3231,25.9805555555556,1977,NA,NA,NA,237.14,NA,84.23,NA,NA,18,21,23,25,27,29,33
"373",24701,186,18.5527777777778,1977,NA,261.95,538.93,60.44,70.62,NA,NA,NA,18,21,23,25,27,29,33
"374",13605,2891,NA,1995,15,67.6,130.21,NA,NA,NA,NA,NA,0,3,5,7,9,11,15
"375",4908,2191,16.5666666666667,1995,NA,189.15,183.89,NA,NA,NA,NA,NA,0,3,5,7,9,11,15
"376",14007,1753,18.1083333333333,1992,NA,89.7,138.01,126.31,841.02,2092.8,1164.11,NA,3,6,8,10,12,14,18
"377",2210,318,NA,1992,18,35.1,49.09,60.44,247.17,112.13,349.57,NA,3,6,8,10,12,14,18
"378",12502,1550,NA,1947,63,63.05,159.85,118.1,898.8,NA,NA,NA,48,51,53,55,57,59,63
"379",29101,2090,14.4166666666667,1985,NA,NA,NA,NA,NA,NA,NA,NA,10,13,15,17,19,21,25
"380",3411,3378,NA,1999,11,NA,NA,60.44,NA,84.23,99.87,NA,NA,NA,1,3,5,7,11
"381",24002,1823,17.4166666666667,1982,NA,103.35,NA,222.26,581.01,444.84,926.92,NA,13,16,18,20,22,24,28
"382",22104,3395,NA,1990,20,NA,474.56,238.35,70.62,226.83,633.15,NA,5,8,10,12,14,16,20
"383",15004,1845,22.2833333333333,1977,NA,35.1,90.04,63.71,NA,NA,238.87,NA,18,21,23,25,27,29,33
"384",26305,3037,NA,1989,21,NA,54.55,67.88,150.87,NA,NA,NA,6,9,11,13,15,17,21
"385",4805,2317,NA,1957,53,35.1,49.09,60.44,NA,NA,NA,NA,38,41,43,45,47,49,53
"386",16805,464,NA,1995,15,44.85,51.82,67.88,513.61,328.28,2670.45,NA,0,3,5,7,9,11,15
"387",15314,1944,NA,1989,21,64.35,76.39,NA,102.72,84.23,99.87,NA,6,9,11,13,15,17,21
"388",21902,2172,16.9361111111111,1979,NA,56.55,49.09,234.82,74.9,NA,NA,NA,16,19,21,23,25,27,31
"389",21506,3488,19.2083333333333,1985,NA,NA,62.74,82.76,150.87,338.43,349.57,NA,10,13,15,17,19,21,25
"390",15507,1999,16.7305555555556,1990,NA,68.25,162.19,60.44,77.04,530.01,109.61,NA,5,8,10,12,14,16,20
"391",5505,696,NA,1994,16,35.1,NA,110.66,NA,NA,NA,NA,1,4,6,8,10,12,16
"392",3911,1377,NA,1997,13,NA,167.65,146.18,1924.93,2178.3,4024.52,NA,NA,1,3,5,7,9,13
"393",3421,518,22.0833333333333,1979,NA,NA,NA,NA,211.86,237.99,4024.52,NA,16,19,21,23,25,27,31
"394",7007,882,NA,1995,15,35.1,NA,NA,NA,NA,NA,NA,0,3,5,7,9,11,15
"395",31502,3448,NA,1999,11,NA,NA,NA,NA,328.28,NA,NA,NA,NA,1,3,5,7,11
"396",4506,624,18.7222222222222,1978,NA,87.75,132.16,NA,NA,NA,NA,NA,17,20,22,24,26,28,32
"397",16106,2081,NA,1993,17,285.35,54.55,60.44,300.67,1017.95,466.35,NA,2,5,7,9,11,13,17
"398",31701,1497,18.7361111111111,1984,NA,NA,NA,NA,NA,549.6,NA,NA,11,14,16,18,20,22,26
"399",16307,2121,21.1666666666667,1979,NA,35.1,NA,237.14,104.86,NA,662.82,NA,16,19,21,23,25,27,31
"400",16321,2135,NA,2002,8,NA,NA,NA,104.86,174.75,662.82,NA,NA,NA,NA,0,2,4,8
"401",6705,837,17.5111111111111,1987,NA,166.4,136.45,NA,NA,NA,NA,NA,8,11,13,15,17,19,23
"402",16318,2133,NA,1993,17,NA,NA,237.14,104.86,174.75,662.82,NA,2,5,7,9,11,13,17
"403",28802,3218,18,1977,NA,NA,NA,NA,226.84,NA,NA,NA,18,21,23,25,27,29,33
"404",2004,292,NA,1984,26,181.35,NA,NA,NA,NA,NA,NA,11,14,16,18,20,22,26
"405",16605,2170,16.25,1988,NA,35.1,76.39,234.82,74.9,141.89,99.87,NA,7,10,12,14,16,18,22
"406",513,73,NA,1997,13,NA,746.25,NA,NA,NA,NA,NA,NA,1,3,5,7,9,13
"407",13503,1686,15.75,1995,NA,35.1,NA,NA,NA,1322.98,2413.73,NA,0,3,5,7,9,11,15
"408",504,69,16.6527777777778,1980,NA,631.8,746.25,NA,NA,NA,NA,NA,15,18,20,22,24,26,30
"409",4419,604,NA,2001,9,NA,NA,NA,NA,1322.98,2413.73,NA,NA,NA,NA,1,3,5,9
"410",4405,587,19,1978,NA,171.6,NA,339.44,NA,NA,2413.73,NA,17,20,22,24,26,28,32
"411",17103,2238,NA,1991,19,64.35,54.94,60.44,121.98,294.8,283.36,NA,4,7,9,11,13,15,19
"412",2808,386,17.8333333333333,1980,NA,287.95,321.17,NA,NA,NA,NA,NA,15,18,20,22,24,26,30
"413",2824,393,NA,1997,13,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,7,9,13
"414",21511,3752,15.5,1983,NA,NA,NA,NA,NA,396.48,181.88,NA,12,15,17,19,21,23,27
"415",1409,3539,23.3138888888889,1981,NA,35.1,57.67,178.39,NA,472.12,NA,NA,14,17,19,21,23,25,29
"416",33002,3555,NA,1975,35,NA,NA,NA,NA,NA,NA,NA,20,23,25,27,29,31,35
"417",2119,3796,15,1986,NA,NA,NA,NA,NA,226.83,516.37,NA,9,12,14,16,18,20,24
"418",18404,2346,24.5361111111111,1982,NA,NA,1291.12,1232.32,1366.39,1906.65,4699.87,NA,13,16,18,20,22,24,28
"419",523,3839,NA,1987,23,NA,NA,NA,1774.06,2268.81,109.61,NA,8,11,13,15,17,19,23
"420",19902,2496,20.8333333333333,1977,NA,NA,175.31,227.83,322.07,NA,NA,NA,18,21,23,25,27,29,33
"421",4314,772,NA,1995,15,NA,NA,NA,572.45,2054.83,3468.52,NA,0,3,5,7,9,11,15
"422",6203,787,24.4944444444444,1982,NA,46.8,57.28,79.04,NA,NA,359.31,NA,13,16,18,20,22,24,28
"423",19306,3829,NA,1998,12,NA,65.47,97.64,79.18,345.02,389.89,NA,NA,0,2,4,6,8,12
"424",19305,3826,16.3194444444444,1994,NA,NA,65.47,97.64,79.18,345.02,389.89,NA,1,4,6,8,10,12,16
"425",36712,3906,16.25,1988,NA,NA,NA,NA,NA,NA,349.57,NA,7,10,12,14,16,18,22
"426",19504,2428,NA,1993,17,902.2,942.46,1147.2,383.06,1882.55,11306.74,NA,2,5,7,9,11,13,17
"427",6706,838,NA,1989,21,166.4,136.45,NA,NA,NA,434.86,NA,6,9,11,13,15,17,21
"428",8006,974,19.5972222222222,1977,NA,NA,NA,NA,150.87,NA,NA,NA,18,21,23,25,27,29,33
"429",8408,1034,19.9611111111111,1981,NA,171.6,154.39,71.6,100.58,294.8,NA,NA,14,17,19,21,23,25,29
"430",3104,441,17.075,1979,NA,40.95,NA,NA,NA,NA,NA,NA,16,19,21,23,25,27,31
"431",21214,2583,NA,2001,9,NA,NA,NA,NA,84.23,NA,NA,NA,NA,NA,1,3,5,9
"432",3109,446,20,1984,NA,40.95,NA,NA,NA,NA,NA,NA,11,14,16,18,20,22,26
"433",1011,155,19.9166666666667,1980,NA,NA,NA,1223.02,NA,NA,NA,NA,15,18,20,22,24,26,30
"434",304,43,18.9166666666667,1985,NA,35.1,326.38,281.13,253.59,581.24,NA,NA,10,13,15,17,19,21,25
"435",20403,2538,NA,1994,16,204.1,129.43,339.44,70.62,152.43,2120.94,NA,1,4,6,8,10,12,16
"436",18303,1872,NA,1996,14,NA,54.55,60.44,NA,NA,NA,NA,NA,2,4,6,8,10,14
"437",21820,2662,NA,1966,44,NA,NA,NA,NA,NA,NA,NA,29,32,34,36,38,40,44
"438",21209,2578,17.8694444444444,1980,NA,NA,57.28,NA,NA,84.23,NA,NA,15,18,20,22,24,26,30
"439",22002,2683,NA,1933,77,NA,65.47,82.76,83.46,84.23,NA,NA,62,65,67,69,71,73,77
"440",18413,2359,NA,1980,30,NA,NA,1232.32,NA,NA,NA,NA,15,18,20,22,24,26,30
"441",21303,2599,17.3333333333333,1989,NA,NA,76.39,100.91,100.58,117.71,144.36,NA,6,9,11,13,15,17,21
"442",8307,1019,NA,1995,15,80.6,NA,157.16,420.51,84.23,99.87,NA,0,3,5,7,9,11,15
"443",8412,1036,NA,1997,13,NA,154.39,71.6,100.58,294.8,133.24,NA,NA,1,3,5,7,9,13
"444",21507,2627,18.9166666666667,1992,NA,NA,62.74,82.76,150.87,396.48,559.45,NA,3,6,8,10,12,14,18
"445",5007,1042,18.2361111111111,1984,NA,39,51.82,64.16,128.4,95.39,133.24,NA,11,14,16,18,20,22,26
"446",20504,578,18.4833333333333,1978,NA,35.1,NA,783.27,323.14,NA,NA,NA,17,20,22,24,26,28,32
"447",10514,1337,NA,1999,11,NA,NA,83.32,NA,NA,NA,NA,NA,NA,1,3,5,7,11
"448",24202,2851,20.6305555555556,1980,NA,123.5,178.04,216.67,280.34,437.4,628.95,NA,15,18,20,22,24,26,30
"449",24809,2928,18.4166666666667,1992,NA,NA,NA,NA,NA,472.12,698.45,NA,3,6,8,10,12,14,18
"450",24306,2868,NA,1989,21,NA,NA,60.44,103.79,NA,NA,NA,6,9,11,13,15,17,21
"451",12308,1482,19,1988,NA,54.6,93.16,95.19,105.93,128.25,NA,NA,7,10,12,14,16,18,22
"452",7204,3012,15.2111111111111,1992,NA,142.35,269.3,209.23,113.42,128.25,382.94,NA,3,6,8,10,12,14,18
"453",25704,3000,23,1989,NA,NA,NA,NA,NA,NA,NA,NA,6,9,11,13,15,17,21
"454",21702,4184,17.7638888888889,1978,NA,47.45,110.71,60.44,NA,NA,NA,NA,17,20,22,24,26,28,32
"455",13105,1609,18,1979,NA,35.1,NA,NA,NA,NA,NA,NA,16,19,21,23,25,27,31
"456",23602,1526,23.25,1973,NA,NA,NA,86.03,354.17,NA,NA,NA,22,25,27,29,31,33,37
"457",12113,1445,16.1972222222222,1984,NA,285.35,853.27,1117.74,NA,NA,NA,NA,11,14,16,18,20,22,26
